author,year,title,container,publisher,doi,url,File,ID
"c(""Means"", ""Swanson""); c(""J.E."", ""F.J."")",1996,"Fire History and Landscape Restoration in Douglas-fir Ecosystems of Western Oregon in Hardy, The use of fire in forest restoration",USDA Forest Service GTR INTGTR341,Intermountain Research Station,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,85
"c(""Meleason"", ""Gregory"", ""Bolte""); c(""M.A."", ""S.V."", ""J.P."")",2003,Implications of riparian management strategies on wood in streams of the Pacific Northwest,Ecological Applications,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,86
Minear; Paula J.,1994,"Historical Change in Channel Form and Riparian Vegetation of the McKenzie River, Oregon",,Masters Thesis submitted to Oregon State University,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,87
"c(""Murphy"", ""Meehan""); c(""M.L."", ""W.R."")",1991,Stream ecosystems,American Fisheries Society Special Publication,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,88
"c(""Musslewhite"", ""Wipfli""); c(""J."", ""M.S."")",2004,Effects of alternatives to clearcutting on invertebrate and detritus transport from headwaters in southeastern Alaska,,US Department of Agriculture Pacific Northwest Research Station,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,89
"c(""Nakano"", ""Murakami""); c(""S."", ""M."")",2001,Reciprocal subsidies: dynamic interdependence between terrestrial and aquatic food webs,Proceedings of the National Academy of Sciences,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,90
"c(""Neitro"", ""Mannan"", ""Taylor"", ""Binkley"", ""Marcot"", ""Wagner"", ""Cline""); c(""W.A."", ""R.W."", ""D."", ""V.W."", ""B.G."", ""F.F."", ""S.P."")",1985,Snags (wildlife trees). Pages 129^a??169. In Management of wildlife and fish habitats in forests of western Oregon and Washington. Part 1-Chapter Narratives,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,91
,2005,Northwest Forest Plan Temperature TMDL Implementation Strategy: Evaluation of the Northwest Forest Plan Aquatic Conservation Strategy,,USFS and BLM,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,92
character(0); character(0); logical(0),2001,Matrixes for Wildlife-Habitat Relationship in Oregon and Washington,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,93
T.A.; O'Neil,1979,"Northwest Habitat Institute, Dirs.) Wildlife-Habitat Relationships in Oregon and Washington, Oregon Visibility Protection Plan",,Oregon State University Press Oregon Department of Environmental Quality,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,94
Forestry; Oregon Department; of,1995,Oregon Smoke management Plan,Amended ORS 477515,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,95
Ormsbee; P.,"2013, 2013","to Joe Doerr, Forest Wildlife Biologist",,Willamette National Forest Springfield,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,96
"c(""Pabst"", ""Goslin"", ""Garman"", ""Spies""); c(""R.J."", ""M.N."", ""S.L."", ""T.A."")",2008,Calibrating and testing a gap model for simulating forest management in the Oregon Coast Range,Forest Ecology and Management,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,97
"c(""Pabst"", ""Spies"", ""Goslin"", ""Garman""); c(""R.J."", ""T.A."", ""M.N."", ""S.L."")",2003,Development of late-successional forest structures after thinning young stands: A simulation study for the Oregon Coast Range,2003 meeting of the North American Forest Ecology Workshop,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,98
,1992,Protocol for observing known and potential peregrine falcon eyries,Pacific Northwest in Proceedings Symposium on peregrine falcons in the Pacific Northwest,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,99
"c(""Pauchard"", ""Alaback""); c(""A."", ""P.B."")","1991, 2004","Rogue River National Forest, Influence of elevation, land use and landscape context on patterns of alient plant invasions along roadsides in protected areas of south-central Chile",Conservation Biology,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,100
"c(""Pickering"", ""Mount""); c(""C."", ""A."")","2009, 2010","Do tourist disperse weed seed? A global review of unintentional humanmediated terrestrial seed dispersal on clothing, vehicles, and horses",Journal of Sustainable Tourism,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,101
"c(""Pickering"", ""Hill"", ""Bear""); c(""C.M."", ""W."", ""R."")",2007,Indirect impacts of nature based tourism and recreation: Associaton between infrastructure and exotic plants in Kosciuszko National Park,Journal of Ecotoursim,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,102
Piper; Susan,2006,"Kmax Sound Reading, Olympic National Forest",,Olympic National Forest,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,103
"c(""Platt"", ""Goggans""); c(""M."", ""R."")",1991,Report on breeding season observations of Great Gray Owls on the Willamette National Forest,,Oregon Department of Fish and Wildlife,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,104
"c(""Poage"", ""Tappeiner""); c(""N.J."", ""J.C."")",2002,Long-term patterns of diameter and basal area growth of old-growth Douglas-fir trees in Western Oregon,Canadian Journal of Forest Resouces,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,105
"c(""Pollock"", ""Beechie"", ""Chan"", ""Bigley""); c(""M.M."", ""T.J."", ""S.S."", ""R."")",2005,Monitoring restoration of riparian forests,Monitoring stream and watershed restoration American Fisheries Society,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,106
"c(""Pollock"", ""Beechie"", ""Imaki""); c(""M.M."", ""T.J."", ""H."")",2012,Using reference conditions in ecosystem restoration: an example for riparian conifer forests in the Pacific Northwest,Ecosphere,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,107
"c(""Quintana-Coyer"", ""Gerhardt"", ""Broyles"", ""Dillon"", ""Friesen"", ""Godwin"", ""Kamrath""); c(""Deborah"", ""R.P."", ""M.D."", ""J.A."", ""C.F."", ""S.A."", ""S.D."")",2004,,Version,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,108
"c(""Rashin"", ""Clishe"", ""Loch"", ""Bell""); c(""E.B."", ""C.J."", ""A.T."", ""J.M."")",2006,Effectiveness of timber harvest practices for controlling sediment related water quality impacts,Journal of the American Water Resources Association,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,109
"c(""Reeves"", ""Burnett"", ""McGarry"", ""Richardson"", ""Danehy""); c(""G.H."", ""K.M."", ""E.V."", ""J."", ""R."")","2003, 2007","Sources of large wood in the main stem of a, A Synthesis of the Ecology of Headwater Streams and their Riparian Zones in Temperate Forests",Forest Science,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,110
"c(""Robison"", ""Beschta""); c(""E.G."", ""R.L."")",1990,"Characteristics of coarse woody debris for several coastal streams of southeast Alaska, USA",Canadian Journal of Fisheries and Aquatic Sciences,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,111
"c(""Romero"", ""Gresswell"", ""Li""); c(""N."", ""R.E."", ""J."")",2005,Changing patterns in coastal cutthroat trout (Oncorhynchus clarki clarki) diet and prey in a gradient of deciduous canopies,Canadian Journal of Fisheries and Aquatic Sciences,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,112
"Rowland, M., and 8 others.",2013,"User guidelines for application, summary, and interpretation of westside elk nutrition and habitat use models",Draft Version 20 U S Forest Service Pacific Northwest Research Station La Grande,N,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,113
Roy; Dr Barbara A.,2009,,97403Personal CommunicationGoose Interdisciplinary Team Presentation,University of Oregon National Supervisor^a??s Office,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,114
"Ruzicka, K.J. Jr., K.J. Pueltmann, and D.H. Olson.",2014,,in press Management of Riparian Buffers Upslope Thinning with Downslope Impacts,Forest Science,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,115
character(0); character(0); logical(0),"2009, 2009","Effects of Fuel Treatments on Fire Severity in an Area of Wildland-Urban Interface, Angora Fire, Lake Tahoe Basin, California",Forest Ecology and Management,,10.1016/j.foreco.2009.05.024.,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,116
"Sauer, J. R., J. E. Hines, J. E. Fallon, K. L. Pardieck, D. J. Ziolkowski, Jr., and W. A. Link.","2012, 1996",Version 07.03.2013,Results and Analysis,U S,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,117
Survey; Geological,,,,,,http://www.mbr-pwrc.usgs.gov/bbs.html,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,118
"c(""Scott"", ""Burgan""); c(""Joe H."", ""Robert E."")",2005,Standard fire behavior fuel models: a comprehensive set for use with Rothermel^a??s surface fire spread model,USDA Forest Service GTR RMRSGTR153 Fort Collins CO,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,119
"c(""Sedell"", ""Dahm""); c(""J.R."", ""C.N."")",1984,Catastrophic disturbances to stream ecosystems: volcanism and clearcut logging,Current perspectives in microbial ecology,East Lansing and American Society of Microbiology,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,120
"c(""Shortreed"", ""Stockner""); c(""K.R.S."", ""J.G."")",1983,Periphyton biomass and species composition in a coastal rainforest stream in British Columbia: effects of environmental changes caused by logging,Canadian Journal of Fisheries and Aquatic Sciences,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,121
"c(""definitions"", ""Smith"", ""McKay"", ""Brenner"", ""McIver"", ""Spatafora""); c(""Silvis Lab W.U.I."", ""J.E."", ""D."", ""G."", ""J."", ""J.W."")",2005,"University of Wisconsin: Forest and Wildlife Ecology, Early impacts of forest restoration treatments on the ectomycorrhizal fungal community and fine root biomass in a mixed conifer forest",Journal of Applied Ecology,,,http://silvis.forest.wisc.edu/library/WUIDefinitions2.asp,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,122
"c(""Snell"", ""Browns""); c(""J.A.Kendall"", ""J.K."")",1980,Handbook to Predict Residue Weight of Pacific Northwest Conifers,USDA GTR,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,123
,,South Fork McKenzie Watershed Analysis,,Willamette National Forest,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,124
"c(""Spies"", ""Pollock"", ""Reeves"", ""Beechie""); c(""T."", ""M."", ""G."", ""T."")",2013,Effects of riparian thinning on wood recruitment: A scientific synthesis,Science Review Team Wood Recruitment Subgroup,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,125
"c(""Stovall"", ""Keeton"", ""Kraft""); c(""J.P."", ""W.S."", ""C.E."")",2009,Late-successional riparian forest structure results in heterogeneous periphyton distributions in low-order streams,Canadian Journal of Forest Research,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,126
"c(""Swanson"", ""Franklin"", ""Beschta"", ""Crisafulli"", ""DellaSala"", ""Hutto"", ""Lindenmayer"", ""Swanson""); c(""M.E."", ""J.F."", ""R.L."", ""C.M."", ""D.A."", ""R.L."", ""D.B."", ""F.J."")","2010, 2010",The forgotten stage of forest succession: early-successional ecosystems on forest sites,Frontiers Ecological Environment,,10.1890/090157.,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20150055_Goose_Project_Draft_Environmental_Impact_Statement.json,127
